id,date,text
69,2015.08.07,Archi Future 実行委員会は、10月23日(金)に開催する「Archi Future 2015」のオフィシャルサイトを本日、オープンした。本イベントは、建築分野におけるコンピュテーション活用を中心とした注目の最新動向と最新のソリューションを紹介する催しで、講演会・セミナー・展示会などで構成されており、建築業界のICT活用の最新動向を掴む、絶好の機会となっている。第8回を迎える今回は、「パラダイムシフトはお済みですか？(まだの方はこちらへ)」を開催テーマに、著名な建築家や第一線で活躍するキーマンによる講演会・セミナーおよび展示会を実施し、建築界に向けて、情報化による明るい話題と方向性を提供する。今後、講演会やセミナー、展示会の情報などをArchi Future 2015のWebサイトで順次掲載していく予定だ。
70,2015.08.17,"国土交通省は8月10日に「平成27年6月分の建設工事受注動態統計調査」を公表した。国土交通省総合政策局発表の資料によると、平成27年6月分の建設工事の受注総額は7兆3,367億円で前年同月比10.5％増加となり、9ヵ月連続の増加となった。受注者別に見ると、元請受注高は5兆1,034億円で前年同月比8.1%増と3ヵ月ぶりの増加となった。下請受注高は2兆2,333億円で同16.7%増となり、3ヵ月連続の増加となった。元請受注高のうち公共機関からの受注高は1兆5,398億円で、前年同月比8.1%減少し、民間等からの受注高は3 兆5,636億円で、同16.9%増加した。また、工事種類別に見ると、建築工事は3兆3,316億円で前年同月比11.8%増、9ヵ月連続の増加。土木工事は、1兆2,593億円で同5.9%減、4ヵ月連続の減少。機械装置等工事は、5,125億円で同26.4%増、前月の減少から再び増加となった。"
71,2015.08.19,一般社団法人日本建築学会は、「2015年度日本建築学会大会(関東)」を9月4日(金)～9月6日(日)に開催する。年に1度開催され、今年で116回目となる同大会は、約1万名もの会員が一堂に会して日頃の研究成果を発表し、さまざまな討議を通じて互いが研鑽し合う、同学会が主催する最も重要な行事の1つ。大会とともに開催地域の人々に向け、美しくそして災害にも負けない建築・都市づくりや、建築に関わるさまざまな文化の発信など、同学会の社会貢献活動への理解を深めてもらうための講演会やシンポジウムなども開催する。同大会のメインテーマは「いま、地域と生きる建築」で、プログラムは、記念特別講演、記念シンポジウムのほか、研究協議会、パネルディスカッション、表彰式・作品展、神奈川県内の多彩な建築を訪ねる見学会などで構成されている。
72,2015.08.19,一般社団法人日本建築学会は、「2015年度日本建築学会大会(関東)」を、東海大学湘南キャンパスを会場に、9月4日(金)～9月6日(日)に開催する。年に1度開催され、今年で116回目となる同大会は、約1万名もの会員が一堂に会して日頃の研究成果を発表し、さまざまな討議を通じて互いが研鑽し合う、同学会が主催する最も重要な行事の1つだ。同大会のメインテーマは「いま、地域と生きる建築」。プログラムは、内藤廣氏(東京大学名誉教授)が「どこにでもある街とどこにもいないわたし」をテーマに講演する記念特別講演のほか、5名のパネリストによる記念シンポジウムや、研究協議会、パネルディスカッション、表彰式・作品展、神奈川県内の多彩な建築を訪ねる見学会などで構成されている。同大会のさらに詳しい情報は、団体トレンドで紹介している。
73,2015.08.24,FabCafe Globalは、デジタルファブリケーション領域の優れた挑戦を表彰するグローバルクリエイティブアワード「YouFab Global Creative Awards 2015」を開催する。同アワードには、昨年は世界27ヵ国から優れた作品が集まった。募集対象となる作品は、3Dプリンターやレーザーカッターなどに代表されるデジタル工作機械によって生み出されたもの、またはモノを生み出す機械そのもののクリエイティブ全域だ。審査は、田中浩也氏(慶應義塾大学SFC准教授/FabLabJapan 発起人)、齋藤精一氏(ライゾマティクス代表取締役)など6名の審査員によって行われる。現在、同アワードの応募を受け付けており、受付期限は9月30日(水)まで。2回の審査を経て、12月上旬に結果発表を行い、授賞式と展示会が2016年1月上旬に行われる予定だ。詳しい情報は、YouFab Global Creative Awards 2015のWebサイトに掲載されている。
74,2015.08.27,10月23日(金)に東京・有明のTFTホールで開催する「Archi Future 2015」の基調講演に、ニューヨークの設計事務所、SHoP Architects PrincipalのWilliam Sharples氏が決定した。SHoP Architectsは、その斬新なデザインにより世界的に有名な設計事務所で、コンピュテーションを駆使し、企画・設計はもちろん、施工プロセスまでをコントロールする“設計事務所の未来像”とも言われている。今回の開催で第8回となる同イベントの基調講演としては、初めて海外の講演者となるが、ArchiFuture 実行委員会で議論を重ねて選定した、まさに、Archi Futureの基調講演にふさわしい講演者だ。日本でSHoP ArchitectsのPrincipalの講演が聴ける機会は、ほぼ初めてと言えるだろう。Archi Future 2015の講演会・セミナーの企画は、9月上旬に同イベントのWebサイトにアップ予定で、申込受付開始は、9月中旬頃の予定だ。
75,2015.08.28,10月23日に開催する「Archi Future 2015」は、今回、2つの基調講演を設定することとなり、もう1つの基調講演として、グーグル本社やニューヨークのTwo World Trade Centerなどの設計を手掛け、いま建築主が世界で最も支持する設計事務所の1つとも言われている、デンマークの設計事務所、BIG - Bjarke Ingels GroupのJakob Andreassen氏に決定した。今回、基調講演を行うJakob Andreassen氏は、BIGのBIMマネージャー。その革新的かつ独創的なデザインにより世界に名を轟かせる設計事務所BIGにおいて、どのようにBIMが活用されているかについての講演が聴ける、Archi Futureならではの基調講演となる。今回のArchiFutureは、BIGとSHoP Architectsという海外の著名な設計事務所の基調講演を2つ設定することとなり、例年以上の豪華な企画となっている。Archi Future 2015の講演会・セミナーのプログラムは、9月上旬に発表の予定だ。
76,2015.09.01,清水建設と東芝は、建設作業員一人ひとりの健康管理をリストバンド型生体センサーの活用により行う実証実験を8月25日から開始した。これは清水建設の三重県四日市市の建設現場に従事する作業員70人を対象に1年間実施するもので、作業員の体調を24時間管理する。対象者はリストバンド型生体センサーを24時間装着。出勤時に前日までの睡眠、食事、活動量などのライフログデータをスマートフォンから確認し、個々人の体調を客観的に把握する。2週間充電不要で連続使用でき、腕に装着しているだけで簡単に連続計測が可能だ。建設現場では特に夏の熱中症対策が課題で、その課題への効果が期待できる。また、両社は協力して、データから作業員のその日の体調に合わせた作業量の負荷調整などが行えるよう、これらのデータを現場管理者のタブレットや職場のPCなどに収集し、管理・閲覧できるシステムの開発を進め、現場の安全性向上に寄与していく考えだ。
77,2015.09.03,10月23日に開催する「Archi Future 2015」の講演会・セミナーのプログラムと展示会の出展社情報のページが、本日公開された。講演会では、海外の著名な設計事務所のBIGとSHoP Architectsによる2つの基調講演のほか、テレビなど多数のメディアに出演している建築家の藤村龍至氏と、本年からArchiFuture 実行委員会のメンバーとなった、世界的な構造家のArupの金田充弘氏による特別対談を実施する。パネルディスカッションでは、あと約30年働く、30代を中心とした大手ゼネコンの若手が“施工現場の建設プロセス・イノベーション”をテーマにディスカッションを行う。このほか、セミナーでは、安井建築設計事務所の村松常務による「日本初のBIM-FMビジネス」の講座など、Archi Futureならではの魅力的な企画が満載となっている。講演会・セミナーのプログラムの詳細は、Archi Future 2015のWebサイトに掲載されている。
78,2015.09.09,前田建設工業は、施設履歴管理システム「アイクロア」とBIMを双方向に連携させ、同システムに記録された施設の修繕状況や管理マニュアルなどの情報を「電子付箋」としてBIMモデルに表示させる機能を開発し、8月より運用を開始した。同社が2011年から運用しているアイクロアは、施設の管理担当者が日々発生する各種履歴を容易に記録・保存可能なインターネットを利用したシステム。今回のBIMと同システムの双方向連携により、BIMに表示される「電子付箋」をクリックするだけで実際の建物に付箋が貼られているかのようにわかりやすい各種情報の確認、閲覧や検索などが容易となり、施設の管理や維持の情報把握が直観的にできるようになった。また、可視化ツールにBIMビューアーを採用し、ユーザーのBIM習熟度によらず活用可能となっている。今後、同社は実運用を重ね、施設所有者や施設管理者の維持管理業務の効率化を支援していく方針だ。
79,2015.09.10,10月23日に開催する「Archi Future 2015」の講演会・セミナー・テクニカルフォーラムの受講申し込み受付が、本日開始された。今回のArchiFutureは、グーグル本社の設計などで著名なBIGと、コンピュテーションを駆使し、設計事務所の未来像とも言われる有名設計事務所の SHoP Architectsの2つの基調講演を設定するなど、例年以上の豪華な企画となっている。このほか、建築家の藤村龍至氏とArupの金田充弘氏による特別対談や、安井建築設計事務所の村松常務による「日本初のBIM-FMビジネス」をはじめとするセミナーなど、Archi Futureならではの魅力的な企画が満載だ。なお、人気の高い講座は、申し込みが定数に達し次第、締切日の前に受付を終了するので、早めの申し込みが必要だ。詳しい内容と申し込み方法は、Archi Future 2015のWebサイトに掲載されている。
80,2015.09.14,"国土交通省は9月10日に「平成27年7月分の建設工事受注動態統計調査」を公表した。国土交通省総合政策局発表の資料によると、平成27年7月分の建設工事の受注総額は6兆9,101億円で前年同月比4.5％増加となり、10ヵ月連続の増加となった。受注者別に見ると、元請受注高は4兆6,638億円で前年同月比1.3%増と2ヵ月連続の増加となった。下請受注高は2兆2,463億円で同12.1%増となり、4ヵ月連続の増加となった。元請受注高のうち公共機関からの受注高は1兆4,784億円で、前年同月比13.5%減少し、民間等からの受注高は3 兆1,854億円で、同10.0%増加した。また、工事種類別に見ると、建築工事は3兆503億円で前年同月比11.9%増、10ヵ月連続の増加。土木工事は、1兆1,965億円で同17.7%減、5ヵ月連続の減少。機械装置等工事は、4,170億円で同2.0%減、前月の増加から再び減少となった。"
81,2015.09.15,一般財団法人建築保全センターは、当サイトで既報のとおり、今秋に「BIMライブラリーコンソーシアム(仮称)」の設立を目指しているが、同コンソーシアムの参加説明会を9月29日(火)に開催することとなった。同コンソーシアムでは、建築保全センターが中心となり、C-CADECの機器ライブラリー「Stem」などの成果を活用・拡張するとともに、建具をはじめとする建材などのライブラリーの新たな構築を図る予定だ。産官学の幅広い団体、企業、大学などへ呼びかけ、関係者が一体となり、2017年末頃をめどにBIMライブラリーを構築、提供することを目指すとしている。会場は、東京・新川の東京ダイヤビルのホールで、参加費は無料。申し込み締切日は9月18日(金)で、事前申し込みが必要だ。上記説明会の詳しい情報と申し込み方法は、建築保全センターのWebサイトに掲載されている。
82,2015.09.24,「Archi Future 2015(10月23日開催)」は、講演会などの受講申し込みを現在受付中だが、受付開始後14日目としては、前回を上回る過去最高のペースで申し込みが届いている。現在の1番人気は、BIGとSHoP Architectsの2つの基調講演で、ほぼ並んだ人気だ。また、セミナーでは、竹中工務店の「設備BIM」と安井建築設計事務所の「BIM-FMビジネス」が、高い人気を集めている。セミナーは定員が講演会の半分のため、この2講座はまもなく申込受付を締切る予定だ。このほか、建築家の藤村龍至氏とArupの金田充弘氏による特別対談やパネルディスカッションなども人気が高く、各講座がほぼ満遍なく申し込みを集めている。なお、テクニカルフォーラムは、定員が50名と少ないこともあり、T-7のダッソー・システムズなどの講座はまもなく申込受付を締切る見込みだ。これから申し込みをという方は、Archi Future 2015のWebサイトからの早めの申し込みを。
83,2015.10.01,"BIMライブラリーの構築を目指す「BIMライブラリーコンソーシアム(仮称)」(以下、同コンソ)が10月30日に発足する。9月29日に一般財団法人建築保全センターが開催した同コンソ説明会で明らかにした。説明会には約120社・約170名が参加し、高い関心を集めた。同コンソは、設計者、施工者、ビルオーナー、建材メーカー、設備機器メーカー、ソフトウェアベンダー、大学などの研究機関などで構成し、国や地方公共団体が参加する場合はオブザーバーとなる。活動期間は5年間で、2017年秋を目標にBIMライブラリーの構築・提供を目指す。29日より参加企業を募集中で、企業の年会費は、資本金5,000万円以上が20万円、3,000万円以上5,000万未満が10万円、3,000万円未満が5万円となっている。10月23日までの申込企業は、10月30日の設立総会からの参加が可能となる。団体、研究機関、個人は無料となっている。同コンソの詳しい情報と申し込み先は、建築保全センターのWebサイトに掲載されている。"
84,2015.10.07,BIMを活用したバーチャル設計コンペティション「Build Live Japan 2015（以下、BLJ2015）」(主催:IAI日本)は、9月9日～13日の会期で、大学、ゼネコン、設計事務所などの12チームが参加して開催された。BLJ2015の開催後の9月19日・20日に、今回の課題敷地のある杵築市の杵築市生涯学習会館において「住民向けプレゼンテーション」が実施された。各参加チームが製作したA1パネルが一同に展示され、来場者には各作品とチームの資料を配布するとともに、Web会議を利用して、BLJ2015参加チームが設計コンセプトやモデルの詳細についてのプレゼンテーションを行った。現在、その説明会で使用した動画が公開されている。参加チームの説明ムービーは、BLJ2015の公式ブログから閲覧できる。
85,2015.10.13,「Archi Future 2015」は、講演会などの受講申し込みを現在受付中だが、10月23日(金)の開催日の10日前にして、過去最高の事前申込数に到達した。受講申し込みの受付開始日から、過去最高のペースで申込数が推移し、現在もそのペースを継続中だ。すでにセミナーの安井建築設計事務所の「BIM-FMビジネス」など、7講座が満席となっていて、満席となった講座数は、早くも前年と並んでいる。今後も満席となる講座が複数出る見込みだ。1番人気は、BIGとSHoP Architectsの2つの基調講演で、ほぼ並んだ人気となっているが、各講座がほぼ満遍なく申し込みを集めているのが今回の特徴だ。受講票の送付状況は、10月2日(金)までに事前申し込みをした人については、10月8～9日に受講票のE-mail送信が完了している。受講票の送付状況については、Archi Future運営事務局のFacebook公式ページをチェックしてほしい。
86,2015.10.14,"国土交通省は10月9日に「平成27年8月分の建設工事受注動態統計調査」を公表した。国土交通省総合政策局発表の資料によると、平成27年8月分の建設工事の受注総額は6兆9,732億円で前年同月比14.1％増加となり、11ヵ月連続の増加となった。受注者別に見ると、元請受注高は4兆6,430億円で前年同月比11.3%増と3ヵ月連続の増加となった。下請受注高は2兆3,302億円で同20.1%増となり、5ヵ月連続の増加となった。元請受注高のうち公共機関からの受注高は1兆4,470億円で、前年同月比2.9%減少し、民間等からの受注高は3 兆1,960億円で、同19.1%増加した。また、工事種類別に見ると、建築工事は2兆8,784億円で前年同月比13.5%増、11ヵ月連続の増加。土木工事は、1兆3,009億円で同6.5%増、6ヵ月ぶりの増加。機械装置等工事は、4,638億円で同11.4%増、前月の減少から再び増加となった。"
88,2015.10.19,「Archi Future 2015」は、いよいよ今週の10月23日(金)に開催する。第8回となる今回のArchiFutureは、グーグル本社の設計などで著名なBIGと、コンピュテーションを駆使し、設計事務所の未来像とも言われる有名設計事務所のSHoP Architectsの2つの基調講演を設定するなど、例年以上の豪華な企画となっている。同イベントは、講演会などの事前受講申し込みを10月15日に締め切ったが、締め切りの前に満席となった講座が合計９講座の新記録となるとともに、過去最高の事前申込数を記録し、過去最高の盛り上がりを見せている。事前受講申し込みをした人については、10月16日までに、すでに受講票のE-mail送信が完了している。受講票の送付状況については、Archi Future運営事務局のFacebook公式ページで確認が可能だ。
89,2015.10.21,公益社団法人日本ファシリティマネジメント協会(以下、JFMA)は、来年2月25日～26日に開催する「JFMA FORUM 2016」の一般講演(セミナー)の講演者を募集している。同イベントは、我が国におけるFMの普及定着を図る目的で、2007年から毎年開催されているFMの大会。募集する講演内容としては、FMに関係し、最近行った調査や研究で成果をあげた、FM戦略や業務実施計画、施設および製品やサービスなどの開発、試験結果など、公表する価値のある未発表のものとしている。また、自社製品のＰＲ的内容の発表は不可となっている。応募資格は、JFMAの個人正・準会員及び法人正・準会員の企業などに所属する社員で、募集件数は20件程度。
90,2015.10.22,「Archi Future 2015」は、いよいよ明日10月23日(金)に待ちに待った開催日を迎える。第8回となる今回は、受講申し込みの受付開始初日から前回を上回る過去最高のペースで申し込みが推移。過去最高の事前申込数を記録し、過去最高の盛り上がりを見せている。今回の講演の目玉は、グーグル本社の設計などで著名なBIGと、コンピュテーションを駆使し、設計事務所の未来像とも言われる有名設計事務所の SHoP Architectsの2つの基調講演だ。ただ、SHoP Architectsの講演は、当初のSharples氏が都合により、急遽来日できなくなったため、同じSHoP Architects のDirectorのCerone氏へ昨日に変更となっている。その詳細については、Archi Future 2015のWebサイトで確認してほしい。講演会などの各講座は事前申込制だが、展示会への入場は当日の受付登録でも入場が可能だ。今回はどんな講演が聴けて、どんな展示が見られるか、年に一度の大きな楽しみが待っている。
91,2015.10.26,"「Archi Future 2015」が、先週の10月23日(金)に開催され、過去最高となる来場者数を集め、盛況に開催された。第8回目の今回の来場者数は、過去最高の4,181人で、前回比で約8%の増加となった。グーグル本社の設計などで著名なBIGと、設計事務所の未来像とも言われる有名設計事務所のSHoP Architectsによる2つの基調講演は、400席強の会場が満席となり、立ち見も出る盛況ぶりだった。講演会・セミナーはどの講座もほぼ満席となり、展示会場も大変多くの来場者が訪れ、会場全体が大変活気に満ちた、大盛況な開催となった。特にBIGとSHoPの2つの基調講演は多くの反響を呼び、そのあとの複数の講演の中でも、衝撃的だったとの話が何度も出るほどであった。Archi Future 2015の講演会・セミナーなどのレポートについては、今後、当サイトのクローズアップで紹介する予定だ。"
92,2015.10.29,竹中工務店は、鉄筋工事を対象に設計から施工段階まで活用できる「鉄筋工事BIMソフト～RC一貫生産支援システム」を開発し、9件のプロジェクトに適用したと発表した。同システムは、構造計算時に作成するデータを活用することで、設計段階では柱と梁の接合部納まりを3Dモデルで確認でき、施工段階では工事担当者がコンクリート施工図との調整により、鉄筋納まり検討図の作成や鉄筋工事の施工計画を容易に検討することが可能だ。鉄筋工事の設計から施工まで鉄筋モデルデータを活用することにより、データ入力上の間違いによる手戻りを防止でき、3Dモデルによるコミュニケーション向上により、品質確保、生産性向上を図れるという。今後、同社設計プロジェクトを中心に同システムを全国で展開していくとともに、将来的にはCAMによる自動加工への展開や設計監理者の検査業務への活用、設備BIMソフトと連携した梁貫通スリーブ位置の検討なども視野に入れている。
93,2015.11.04,戸田建設は、建設現場での施工管理にヘッドマウントディスプレイ(以下、HMD)の活用する試みを開始した。同社ではこれまでもHMDを活用していたが、以前は、1人の作業員が見聞きしている現地の状況をパソコンに送り、作業員に対して作業指示を出す手法であった。今回は複数台、複数メーカーのHMD同士でも映像・音声情報の共有が可能なシステムを新たに構築。ほかのHMDを装着している作業員らも同時に同じ映像を見ることができるため、現地の状況を即座に把握可能で、より効率的でスピーディな現場施工管理の実現が期待できる。今回採用したHMDには、映像を映し出す小型ディスプレイと小型映像カメラ、スピーカーマイクを備えており、オリンパスメモリーワークスとアイテック阪急阪神の協力のもと、すでに10月から2つの現場でHMDの活用を開始。今後同社ではさらに適用現場を増やす予定で、将来的には、施工管理記録として用いることも構想している。
94,2015.11.11,"国土交通省は11月10日に「平成27年9月分の建設工事受注動態統計調査」を公表した。国土交通省総合政策局発表の資料によると、平成27年9月分の建設工事の受注総額は8兆280億円で前年同月比8.4％増加となり、12ヵ月連続の増加となった。受注者別に見ると、元請受注高は5兆5,329億円で前年同月比7.2%増と4ヵ月連続の増加となった。下請受注高は2兆4,950億円で同11.3%増となり、6ヵ月連続の増加となった。元請受注高のうち公共機関からの受注高は1兆5,939億円で、前年同月比5.6%減少し、民間等からの受注高は3兆9,390億円で、同13.4%増加した。また、工事種類別に見ると、建築工事は3兆5,870億円で前年同月比18.5%増、12ヵ月連続の増加。土木工事は、1兆4,439億円で同9.5%減、前月の増加から再び減少。機械装置等工事は、5,020億円で同6.6%減、前月の増加から再び減少となった。"
95,2015.11.12,「アーキニアリング・デザイン凱旋展2015 in 日本大学CST」(主催:一般社団法人日本建築学会)が、11月16日～2016年1月27日の日程で、日本大学理工学部(東京・千代田区)で開催される。同展は、2008年から国内各地で開催され、2011年以降は台湾巡回展と中国全土を巡る中国巡回展の海外での開催を行い、本年夏、すべての海外巡回展を終えたことを受け、約8年にわたる巡回展のひとまずの終了を記念した「凱旋展」と位置づけて開催するもの。アーキニアリング・デザイン（AND）の言葉には、目指すべきArchitectureとEngineeringDesignとの融合・触発・統合の意味がこめられている。同展は、その理念を背景に、選ばれた古今東西の名作、話題作を学生達の手で制作した約150点の模型中心の展示構成となっている。展示のほかに、豪華な講師陣によるフォーラムやミニ・フォーラムも開催される。同展のさらに詳しい情報は、日本建築学会のWebサイトに掲載されている。
96,2015.11.17,一般社団法人日本建築学会 情報システム技術委員会は、「第38回情報･システム･利用･技術シンポジウム」を12月10日(木)～12月11日(金)に開催する。毎年12月に開催されている同シンポジウムは、今回、前年と企画が大幅に変わり、「建築情報学セミナー　20年後の世界と建築」をテーマにパネルディスカッションを2日間に渡り実施。同パネルの出演者は、ライゾマティクスの齋藤精一氏、慶應義塾大学教授の徳田英幸氏、公立はこだて未来大学教授の松原仁氏、ノイズの豊田啓介氏など、超豪華なメンバーだ。このほか、建築計画、知的システム・シミュレーション、生産・BIM、アルゴリズミック・デザインなどの幅広いテーマの論文発表も行われる。会場は建築会館ホールで、参加費は有料。先着200名の事前申し込み制で、申込フォームからの申し込みが必要だ。上記シンポジウムの詳しい情報と申し込み方法は日本建築学会のWebサイトに掲載されている。
97,2015.11.16,一般社団法人 IAI日本は、今年度のIFC検定対象と日程を発表した。今年度のIFC検定対象となるMVDの名称は、「設備モデルビュー定義2015」、「建築確認モデルビュー定義2015」、「仕上積算モデルビュー定義2015」の3つだ。12月3日に「IFC検定説明会」を開催し、その際に上記のIFC検定のガイドラインを配付するとしている。また、IFC検定の申請期間は、12月4日から2016年1月8日までとなっている。IFCとは、Industry Foundation Classesの略で、2013年に国際標準(ISO 16739:2013)として発行され、中立でオープンなBIMデータ連携の手段として国内外での活用が増加している3次元データ形式のこと。日本でもBIMの利用が広がってきているが、今後さらにBIMの利用が進むことにより、より多くの関係者とBIMモデルをやり取りする必要が生じ、どのようなBIMデータをやり取りするか
98,2015.11.19,三機工業は、キヤノンマーケティングジャパン、キヤノンITソリューションズと共同で、空調気流・温度シミュレーションの3DCGデータと、キヤノングループ両社のMR（Mixed Reality：複合現実感）システム「MREAL」との連携により、目の前に空調気流や温度分布が実在するかのように体感できるシステムを構築した。施工前に空調設備を効果検証する場合、これまでは3Dのシミュレーション結果をディスプレイ上などに2D表示しかできず、施工後に発注者のイメージと実感が食い違うことがあった。そこで三機工業は「一目でわかりやすく表現する」ことをポイントにMREALを導入。STREAMなどのCFDソフトウェアから数値シミュレーション結果を直接MREALに取り込む専用プラグインを共同で開発し、独自手法のシステムを共同で構築した。同システムにより、検証に掛かっていた時間と労力も大幅に削減できる。同社は今後施工物件に同システムを適用し、顧客サービスや品質による差別化を図っていく考えだ。
99,2015.11.20,武蔵野美術大学は、「ラーニング・アーキテクチャー2015｜建築、学びの冒険─大学の建築設計課題の動向展」を東京ミッドタウン内デザイン･ハブで、11月20日(金)～12月26日(土)に開催する。同展は、東京大学、東京藝術大学、早稲田大学など11大学の建築学科が出展する催し。建築教育の動向と潮流について、特に建築教育を総合する「建築設計課題」にスポットを当てて紹介するもので、各大学の建築設計課題の事例から、模型や図面、グラフィックなどを一堂に集め、設計(教育と学び)のプロセスを制作の流れに沿って、わかりやすく展示・解説する。会期中は、小嶋一浩氏(横浜国立大学)などの出展大学教員の建築家によるレクチャーやワークショップも開催し、建築教育の現場と学びの実際を知ることのできる動向展となっている。同展の入場料は無料で、さらに詳しい情報は、武蔵野美術大学建築学科のWebサイトに掲載されている。
100,2015.11.25,一般社団法人日本建築学会 情報システム技術委員会は、「第38回情報･システム･利用･技術シンポジウム」を12月10日(木)～12月11日(金)に開催する。同シンポジウムは、今年度で第38回となり、毎年12月に建築会館で開催されている。今回の同シンポジウムは前年と企画が大幅に変わり、「建築情報学セミナー　20年後の世界と建築」をテーマに、2つのディスカッションを2日間に渡り実施する。パネルディスカッションの出演者は、ライゾマティクスの齋藤精一氏、慶應義塾大学教授の徳田英幸氏、公立はこだて未来大学教授の松原仁氏、ノイズの豊田啓介氏などで、モデレータは、慶應義塾大学教授の池田靖史氏と東京大学特任准教授の小渕祐介氏が務める、超豪華な顔ぶれだ。論文／報告発表講演では、建築計画、知的システム・シミュレーション、生産・BIM、アルゴリズミック・デザイン、構造、人間科学などの幅広いテーマについて、大学や企業などの研究
101,2015.11.30,東京大学建築学専攻 T_ADSは、竹中工務店などと共同で、デジタル・ファブリケーションを応用した実験的パビリオンを建設し、12月1日～14日に東京大学でパビリオン展示を実施する。これは、3Dプリンターやレーザーカッターなどのデジタル・ファブリケーション機器は、建築の生産と私たちの生活をどう変えるのかを考察するため、毎年12月に実施しているもので、今回で5回目となる。「人と機械の恊働」をテーマに「人が地面から建築を描き上げる3Dペン」による建築に挑戦している。12月5日(土)には、スイス連邦工科大学チューリッヒ校教授のマティアス・コーラー氏や、東京大学准教授の小渕祐介氏、東京藝術大学准教授の金田充弘氏などが出演するシンポジウムも開催される。会場は、東京大学本郷キャンパス工学部１号館で、定員は100名。参加費は無料で、参加は当日先着順となっている(事前申し込みは受け付けてない)。上記パビリオン展示およびシンポジウムの詳細は、T_ADSのWebサイトに掲載されている。
102,2015.12.07,LIXILは、東京大学大学院情報学環の坂村健教授の協力を得て、住生活におけるIoTの活用に向けた「LIXIL IoT House プロジェクト」を開始すると発表した。同実証実験施設を2017年竣工予定で建設する。同社は、2009年に研究を開始した研究施設「U2－Home」で、センサー技術で生活シーンに合わせて住環境をコントロールするなど、これまでも人やモノ、家が情報で結びついた“住生活の未来”について研究を重ねてきた。今回、新たに開始する同プロジェクトでは、社員モニターを活用した実生活での検証や、理想モデルに基づく実証実験施設での検証などを通じて、住まいの中でのIoTの可能性を追求していく。2015年～2016年に構想・予備実験を行い、2016年～2017年は実証環境の構築、2017年からは、実際に実証実験による有効性の検証を行っていく方針だ。同社は、同プロジェクトの研究を通じ、豊かで快適な住生活の未来に貢献していくとしている。
103,2015.12.09,“住む渋谷のデザイン”をテーマに、創造と交流の誘発を目指すコレクティブハウスのアイデアコンペ「リブシブ賞 LIVE IN SHIBUYA AWARD」が開催される。これは、渋谷宮下町リアルティ、東京急行電鉄らが主催するもので、同コンペの対象となるコレクティブハウスは、2017年春、渋谷一丁目に開業予定の複合施設内で運営される。渋谷という立地を活かし、居住者たちがお互いの個性や活動に刺激を受け、独特な生活文化が次第に形成されていくことを狙っており、創造と交流の誘発を目指す。同コンペでは、コレクティブハウスの暮らし方やコミュニティの仕組みなどの運営についての自由な提案を募っており、審査員は、齋藤精一氏(ライゾマティクス代表取締役) や、猪熊純氏(建築家)など8名によって構成されている。現在、同アワードの応募を受け付けており、受付期限は2016年2月8日(月)まで。審査結果は、2016年3月末に発表予定だ。詳しい情報は、同アワードのWebサイトに掲載されている。
104,2015.12.14,"国土交通省は12月10日に「平成27年10月分の建設工事受注動態統計調査」を公表した。国土交通省総合政策局発表の資料によると、平成27年10月分の建設工事の受注総額は6兆9,879億円で前年同月比3.6％増加となり、13ヵ月連続の増加となった。受注者別に見ると、元請受注高は4兆6,808億円で前年同月比0.2%増と5ヵ月連続の増加となった。下請受注高は2兆3,071億円で同11.4%増となり、7ヵ月連続の増加となった。元請受注高のうち公共機関からの受注高は1兆4,976億円で、前年同月比3.0%減少し、民間等からの受注高は3兆1,832億円で、同1.8%増加した。また、工事種類別に見ると、建築工事は2兆8,769億円で前年同月比0.6%減、13ヵ月ぶりの減少。土木工事は、1兆3,117億円で同0.4%増、前月の減少から再び増加。機械装置等工事は、4,922億円で同4.5%増、前月の減少から再び増加となった。"
105,2015.12.16,国土交通省は、「i-Construction委員会」を設置し、12月15日に初会合を開催した。i-Constructionは、建設のプロセス全体の最適化を目指し、国土交通省直轄工事において調査・設計から施工、検査、維持管理での3Dデータ活用などのICT技術の全面的な活用、規格の標準化、施工時期の平準化の3つの施策に取り組んでいく。土木工事において、特に土工とコンクリート工は、トンネル工事と比べて生産性向上が遅れているのが現状。そこで、土工では測量から設計、施工計画、施工、そして、検査の全プロセスで、ドローンによる3D測量や3D測量データによる設計・施工計画、ICT建設機械による施工などの3Dデータの活用を目指す。コンクリート工については規格の標準化を図り、効率的な工法による省力化、施工における工期短縮の実現を目指していく。今後の建設業の生産性向上に向け、まずは同委員会で2016年3月までに推進方策についての報告書をまとめる方針だ。
106,2015.12.24,FabCafe Globalは、「YouFab Global Creative Awards 2015」のグランプリをはじめとする受賞作品を発表した。同アワードはデジタルファブリケーション領域の優れた挑戦を表彰するもので、世界26ヵ国から152作品の応募があった。作品は、3Dプリンターやレーザーカッターなどに代表されるデジタル工作機械によって生み出されたもの、またはモノを生み出す機械そのもののクリエイティブ全域。GRAND PRIZE(グランプリ)は3Dプリンターで作られたワンピースで、アメリカからの応募作品。FIRST PRIZE(準グランプリ)はチリからの応募作品で、学習アルゴリズムを使って制御される5軸CNCマシンだった。このほか、ファイナリスト23作品も発表された。これらの受賞作品は、1月23日～2月8日にFabCafe Tokyo(東京・渋谷)で展示される。詳しい情報は、YouFab Global Creative Awards 2015のWebサイトに掲載されている。
